2026-04-07 19:44:51.742   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=villageCommunity, index=17, value=南溪村
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workExperiences, index=18, value=1958年在南溪村参加工作\n1961年起任南溪村村委会主任
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=awardPunishments, index=19, value=
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=familyMembers, index=20, value=
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=status, index=21, value=NORMAL
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=createTime, index=22, value=2026-04-07 19:44:46
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=updateTime, index=23, value=2026-04-07 19:44:46
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=id, index=0, value=C2031
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=name, index=1, value=高杰
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=gender, index=2, value=男
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=birthDate, index=3, value=1985-10-07
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=ethnicity, index=4, value=侗族
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=politicalStatus, index=5, value=群众
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=education, index=6, value=初中
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=major, index=7, value=
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workStartDate, index=8, value=1965-12-01
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=phone, index=9, value=15999695752
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=nativePlace, index=10, value=广东陆丰
2026-04-07 19:44:51.744   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=address, index=11, value=碣石镇浅澳村
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=currentPosition, index=12, value=浅澳村党支部书记
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=comment, index=13, value=熟悉村情民意，群众基础好，工作能力强
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=personnelType, index=14, value=村两委干部
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=institution, index=15, value=
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=positionOrder, index=16, value=31
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=villageCommunity, index=17, value=浅澳村
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workExperiences, index=18, value=1965年在浅澳村参加工作\n1968年起任浅澳村党支部书记
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=awardPunishments, index=19, value=2021年被评为优秀村干部
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=familyMembers, index=20, value=
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=status, index=21, value=NORMAL
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=createTime, index=22, value=2026-04-07 19:44:46
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=updateTime, index=23, value=2026-04-07 19:44:46
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=id, index=0, value=C2032
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=name, index=1, value=林秀英
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=gender, index=2, value=女
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=birthDate, index=3, value=1973-06-04
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=ethnicity, index=4, value=土家族
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=politicalStatus, index=5, value=中共党员
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=education, index=6, value=中专/高中
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=major, index=7, value=
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workStartDate, index=8, value=1954-06-01
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=phone, index=9, value=18314371641
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=nativePlace, index=10, value=广东梅州
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=address, index=11, value=碣石镇浅澳村
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=currentPosition, index=12, value=浅澳村村委会主任
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=comment, index=13, value=熟悉村情民意，群众基础好，工作能力强
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=personnelType, index=14, value=村两委干部
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=institution, index=15, value=
2026-04-07 19:44:51.745   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=positionOrder, index=16, value=32
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=villageCommunity, index=17, value=浅澳村
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workExperiences, index=18, value=1954年在浅澳村参加工作\n1957年起任浅澳村村委会主任
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=awardPunishments, index=19, value=2024年被评为优秀村干部
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=familyMembers, index=20, value=
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=status, index=21, value=NORMAL
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=createTime, index=22, value=2026-04-07 19:44:46
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=updateTime, index=23, value=2026-04-07 19:44:46
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=id, index=0, value=C2033
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=name, index=1, value=杨洋
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=gender, index=2, value=男
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=birthDate, index=3, value=1974-11-23
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=ethnicity, index=4, value=侗族
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=politicalStatus, index=5, value=预备党员
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=education, index=6, value=大专
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=major, index=7, value=
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workStartDate, index=8, value=1954-11-01
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=phone, index=9, value=15143006888
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=nativePlace, index=10, value=广东陆丰
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=address, index=11, value=碣石镇田头园村
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=currentPosition, index=12, value=田头园村党支部书记
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=comment, index=13, value=熟悉村情民意，群众基础好，工作能力强
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=personnelType, index=14, value=村两委干部
2026-04-07 19:44:51.746   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=institution, index=15, value=
2026-04-07 19:44:51.747   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=positionOrder, index=16, value=33
2026-04-07 19:44:51.747   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=villageCommunity, index=17, value=田头园村
2026-04-07 19:44:51.747   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workExperiences, index=18, value=1954年在田头园村参加工作\n1957年起任田头园村党支部书记
2026-04-07 19:44:51.747   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=awardPunishments, index=19, value=2023年被评为优秀村干部\n2022年获得碣石镇先进个人称号
2026-04-07 19:44:51.747   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=familyMembers, index=20, value=
2026-04-07 19:44:51.747   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=status, index=21, value=NORMAL
2026-04-07 19:44:51.747   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=createTime, index=22, value=2026-04-07 19:44:46
2026-04-07 19:44:51.747   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=updateTime, index=23, value=2026-04-07 19:44:46
2026-04-07 19:44:51.747   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=id, index=0, value=C2034
2026-04-07 19:44:51.747   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=name, index=1, value=吴杰
2026-04-07 19:44:51.747   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=gender, index=2, value=男
2026-04-07 19:44:51.747   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=birthDate, index=3, value=1980-08-10
2026-04-07 19:44:51.747   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=ethnicity, index=4, value=汉族
2026-04-07 19:44:51.747   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=politicalStatus, index=5, value=民主党派
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=education, index=6, value=研究生
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=major, index=7, value=农业经济管理
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workStartDate, index=8, value=1960-07-01
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=phone, index=9, value=18345156089
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=nativePlace, index=10, value=广东汕尾
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=address, index=11, value=碣石镇田头园村
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=currentPosition, index=12, value=田头园村村委会主任
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=comment, index=13, value=熟悉村情民意，群众基础好，工作能力强
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=personnelType, index=14, value=村两委干部
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=institution, index=15, value=
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=positionOrder, index=16, value=34
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=villageCommunity, index=17, value=田头园村
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workExperiences, index=18, value=1960年在田头园村参加工作\n1963年起任田头园村村委会主任
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=awardPunishments, index=19, value=2022年被评为优秀村干部
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=familyMembers, index=20, value=
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=status, index=21, value=NORMAL
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=createTime, index=22, value=2026-04-07 19:44:46
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=updateTime, index=23, value=2026-04-07 19:44:46
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=id, index=0, value=C2035
2026-04-07 19:44:51.748   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=name, index=1, value=黄娜
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=gender, index=2, value=男
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=birthDate, index=3, value=1984-12-15
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=ethnicity, index=4, value=苗族
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=politicalStatus, index=5, value=共青团员
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=education, index=6, value=大专
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=major, index=7, value=行政管理
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workStartDate, index=8, value=1964-03-01
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=phone, index=9, value=18241465424
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=nativePlace, index=10, value=广东汕尾
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=address, index=11, value=碣石镇围仔村
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=currentPosition, index=12, value=围仔村党支部书记
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=comment, index=13, value=熟悉村情民意，群众基础好，工作能力强
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=personnelType, index=14, value=村两委干部
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=institution, index=15, value=
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=positionOrder, index=16, value=35
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=villageCommunity, index=17, value=围仔村
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workExperiences, index=18, value=1964年在围仔村参加工作\n1967年起任围仔村党支部书记
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=awardPunishments, index=19, value=
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=familyMembers, index=20, value=
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=status, index=21, value=NORMAL
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=createTime, index=22, value=2026-04-07 19:44:46
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=updateTime, index=23, value=2026-04-07 19:44:46
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  发现重名：黄娜
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=id, index=0, value=C2036
2026-04-07 19:44:51.749   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=name, index=1, value=郭伟
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=gender, index=2, value=女
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=birthDate, index=3, value=1996-06-03
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=ethnicity, index=4, value=布依族
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=politicalStatus, index=5, value=民主党派
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=education, index=6, value=中专/高中
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=major, index=7, value=
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workStartDate, index=8, value=1976-03-01
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=phone, index=9, value=15193679000
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=nativePlace, index=10, value=广东梅州
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=address, index=11, value=碣石镇围仔村
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=currentPosition, index=12, value=围仔村村委会主任
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=comment, index=13, value=熟悉村情民意，群众基础好，工作能力强
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=personnelType, index=14, value=村两委干部
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=institution, index=15, value=
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=positionOrder, index=16, value=36
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=villageCommunity, index=17, value=围仔村
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workExperiences, index=18, value=1976年在围仔村参加工作\n1979年起任围仔村村委会主任
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=awardPunishments, index=19, value=2024年被评为优秀村干部\n2022年获得碣石镇先进个人称号
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=familyMembers, index=20, value=
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=status, index=21, value=NORMAL
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=createTime, index=22, value=2026-04-07 19:44:46
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=updateTime, index=23, value=2026-04-07 19:44:46
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=id, index=0, value=C2037
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=name, index=1, value=周秀英
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=gender, index=2, value=女
2026-04-07 19:44:51.750   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=birthDate, index=3, value=1985-01-01
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=ethnicity, index=4, value=壮族
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=politicalStatus, index=5, value=预备党员
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=education, index=6, value=中专/高中
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=major, index=7, value=农业经济管理
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workStartDate, index=8, value=1965-10-01
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=phone, index=9, value=18268263671
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=nativePlace, index=10, value=广东揭阳
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=address, index=11, value=碣石镇西湖社区
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=currentPosition, index=12, value=西湖社区党支部书记
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=comment, index=13, value=熟悉村情民意，群众基础好，工作能力强
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=personnelType, index=14, value=村两委干部
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=institution, index=15, value=
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=positionOrder, index=16, value=37
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=villageCommunity, index=17, value=西湖社区
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workExperiences, index=18, value=1965年在西湖社区参加工作\n1968年起任西湖社区党支部书记
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=awardPunishments, index=19, value=2023年被评为优秀村干部
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=familyMembers, index=20, value=
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=status, index=21, value=NORMAL
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=createTime, index=22, value=2026-04-07 19:44:46
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=updateTime, index=23, value=2026-04-07 19:44:46
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  发现重名：周秀英
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=id, index=0, value=C2038
2026-04-07 19:44:51.751   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=name, index=1, value=周伟
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=gender, index=2, value=女
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=birthDate, index=3, value=1993-09-28
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=ethnicity, index=4, value=汉族
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=politicalStatus, index=5, value=民主党派
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=education, index=6, value=大学本科
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=major, index=7, value=农业经济管理
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workStartDate, index=8, value=1972-02-01
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=phone, index=9, value=15227475564
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=nativePlace, index=10, value=广东揭阳
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=address, index=11, value=碣石镇西湖社区
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=currentPosition, index=12, value=西湖社区村委会主任
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=comment, index=13, value=熟悉村情民意，群众基础好，工作能力强
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=personnelType, index=14, value=村两委干部
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=institution, index=15, value=
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=positionOrder, index=16, value=38
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=villageCommunity, index=17, value=西湖社区
2026-04-07 19:44:51.752   491-491   System.out              com.jieshi.personnel                 I  getValue: columnName=workExperiences, index=18, value=1972年在西湖社区参加工作\n1975年起任西湖社区村委会主任
